phi theta x y z pt prodx prody prodz t pid
0.98267 2.57114 -5.81314 30.16500 -10.64514 0.00634 -1.78525 26.11238 148.48000 1.57927 11
-1.03541 1.73384 -6.14011 30.18645 -11.90147 0.00634 -1.78525 26.11238 148.48000 1.60917 11
-2.71752 2.04194 -25.67611 -16.83734 58.94968 0.00634 -21.60904 -14.76796 148.48000 0.18166 11
1.40642 2.20118 -19.52993 -23.12982 43.26491 0.00634 -21.60904 -14.76796 148.48000 0.26969 11
-2.84841 2.08684 -25.61252 -16.99086 36.20724 0.00634 -21.60904 -14.76796 148.48000 0.31143 11
1.17271 1.99863 -18.68484 -23.97491 25.76438 0.00634 -21.60904 -14.76796 148.48000 0.39005 11
-2.82141 2.10790 -25.63276 -16.94199 18.91357 0.00634 -21.60904 -14.76796 148.48000 0.43883 11
1.12789 2.25533 -19.70982 -22.94993 4.80594 0.00634 -21.60904 -14.76796 148.48000 0.51805 11
-2.49368 2.45522 -25.27500 -17.80570 -6.43743 0.00634 -21.60904 -14.76796 148.48000 0.57025 11
1.13916 2.58684 -20.03453 -22.62522 -22.29391 0.00634 -21.60904 -14.76796 148.48000 0.63892 11
3.01928 2.49563 -21.96799 -20.69176 -29.18438 0.00634 -21.60904 -14.76796 148.48000 0.66465 11
0.95324 2.06566 -18.75531 -23.90445 -38.25869 0.00634 -21.60904 -14.76796 148.48000 0.71303 11
-2.35129 1.75300 -23.32788 -19.33188 -42.07462 0.00634 -21.60904 -14.76796 148.48000 0.74678 11
0.91000 1.65745 -18.71965 -23.94010 -43.69382 0.00634 -21.60904 -14.76796 148.48000 0.78290 11
-2.38482 1.76108 -22.99633 -19.66342 -45.14886 0.00634 -21.60904 -14.76796 148.48000 0.81265 11
1.04925 1.69606 -18.94624 -23.71352 -46.49326 0.00634 -21.60904 -14.76796 148.48000 0.84724 11
-2.45696 1.60167 -22.91193 -19.74782 -46.49623 0.00634 -21.60904 -14.76796 148.48000 0.87395 11
1.09391 1.05057 -20.66073 -21.99902 -44.49786 0.00634 -21.60904 -14.76796 148.48000 0.89803 11
-2.50608 1.34553 -23.89618 -18.76357 -43.08680 0.00634 -21.60904 -14.76796 148.48000 0.92046 11
1.85901 2.26016 11.03241 -28.08059 61.38442 0.00634 1.40904 -26.13538 148.48000 0.12390 11
-1.55495 2.26276 1.77054 -30.16500 49.57770 0.00634 1.40904 -26.13538 148.48000 0.18434 11
1.76837 2.23844 10.52721 -28.28985 36.38185 0.00634 1.40904 -26.13538 148.48000 0.25132 11
-1.05540 2.21310 1.91739 -30.16500 22.26180 0.00634 1.40904 -26.13538 148.48000 0.32144 11
1.40984 2.14456 11.16139 -28.03325 13.01518 0.00634 1.40904 -26.13538 148.48000 0.37237 11
1.43178 2.11933 11.16601 -28.00428 12.99592 0.00634 1.40904 -26.13538 148.48000 0.37242 11
-1.00410 2.03660 2.27920 -30.16500 3.08943 0.00634 1.40904 -26.13538 148.48000 0.44099 11
1.45540 2.00858 11.48220 -27.89428 -2.62772 0.00634 1.40904 -26.13538 148.48000 0.48638 11
-1.08160 1.98896 2.07994 -30.16500 -8.23111 0.00634 1.40904 -26.13538 148.48000 0.54755 11
1.49968 1.78418 12.37629 -27.52393 -13.18479 0.00634 1.40904 -26.13538 148.48000 0.59872 11
-0.80255 1.78698 5.26095 -30.16500 -19.44543 0.00634 1.40904 -26.13538 148.48000 0.66845 11
1.68546 1.99378 12.18126 -27.60472 -22.51191 0.00634 1.40904 -26.13538 148.48000 0.70299 11
-0.95389 1.97972 4.87426 -30.16500 -28.22065 0.00634 1.40904 -26.13538 148.48000 0.75911 11
1.70471 2.08578 11.65629 -27.82217 -33.09059 0.00634 1.40904 -26.13538 148.48000 0.79635 11
-0.78341 2.01698 5.52878 -30.16500 -40.96832 0.00634 1.40904 -26.13538 148.48000 0.84816 11
1.46768 2.05516 11.64414 -27.82720 -45.12014 0.00634 1.40904 -26.13538 148.48000 0.87955 11
-0.33766 1.87341 8.12408 -30.16500 -54.83122 0.00634 1.40904 -26.13538 148.48000 0.94349 11
1.40037 1.74137 12.63349 -27.41740 -56.09062 0.00634 1.40904 -26.13538 148.48000 0.96410 11
-0.29559 1.49464 8.46821 -30.14913 -56.87046 0.00634 1.40904 -26.13538 148.48000 1.01652 11
1.46791 1.51647 12.64036 -27.41455 -56.33062 0.00634 1.40904 -26.13538 148.48000 1.03585 11
-0.81387 1.46392 7.71997 -30.16500 -55.72437 0.00634 1.40904 -26.13538 148.48000 1.07960 11
1.85725 1.16495 12.58462 -27.43764 -53.64551 0.00634 1.40904 -26.13538 148.48000 1.10686 11
-1.09181 1.15823 8.20678 -29.25100 -48.22942 0.00634 1.40904 -26.13538 148.48000 1.14086 11
2.25114 0.82757 12.45578 -27.49101 -43.07268 0.00634 1.40904 -26.13538 148.48000 1.17291 11
-1.60379 0.97896 9.87153 -28.55267 -39.02526 0.00634 1.40904 -26.13538 148.48000 1.19096 11
-1.53147 1.30710 9.86947 -28.58058 -38.99766 0.00634 1.40904 -26.13538 148.48000 1.19102 11
2.50601 1.13714 12.96879 -27.27851 -35.30848 0.00634 1.40904 -26.13538 148.48000 1.22134 11
-1.54634 1.02192 9.99893 -28.50867 -33.72943 0.00634 1.40904 -26.13538 148.48000 1.23537 11
2.82126 1.78417 8.15627 -30.17794 -54.84788 0.00634 1.40904 -26.13538 148.48000 0.94334 11
-0.39329 2.76675 -30.58001 4.99828 -61.02787 0.00217 -30.64460 10.62715 -35.23977 0.27583 11
-2.93649 0.63508 -19.49239 23.16737 -56.48067 0.00292 -6.40896 26.91095 -162.04943 1.08482 11
-1.83043 0.65399 -22.00971 20.65004 -51.61666 0.00292 -6.40896 26.91095 -162.04943 1.10535 11
2.18281 0.65029 -20.34409 22.31566 58.25093 0.00292 -6.40896 26.91095 -162.04943 1.48928 11
2.74600 1.62731 -19.97385 22.68590 64.76541 0.00292 -6.40896 26.91095 -162.04943 1.78451 11
-0.88619 1.52067 -22.42967 20.23008 64.57488 0.00292 -6.40896 26.91095 -162.04943 1.79980 11
2.22017 1.61802 -22.02998 20.62977 64.03744 0.00292 -6.40896 26.91095 -162.04943 2.66158 11
-0.58496 1.78336 -24.30027 18.35948 63.77711 0.00292 -6.40896 26.91095 -162.04943 2.68101 11
2.17971 2.11537 -22.40371 20.25605 61.83236 0.00292 -6.40896 26.91095 -162.04943 2.69576 11
-0.67720 1.98155 -23.91541 18.74434 59.36217 0.00292 -6.40896 26.91095 -162.04943 2.71137 11
0.96449 2.09562 -23.12373 19.50067 57.28959 0.00292 -6.40896 26.91095 -162.04943 2.72709 11
1.46959 1.49135 -22.17425 20.48551 55.96178 0.00292 -6.40896 26.91095 -162.04943 2.74852 11
0.22796 1.42084 -22.88442 19.77534 56.62916 0.00292 -6.40896 26.91095 -162.04943 2.76665 11
2.63667 1.23448 -22.53322 20.12653 56.66608 0.00292 -6.40896 26.91095 -162.04943 2.76892 11
-1.31174 1.09689 -23.24963 19.42436 57.18484 0.00292 -6.40896 26.91095 -162.04943 2.77599 11
2.75476 0.17250 -21.82027 20.80413 56.64512 0.00292 -6.40896 26.91095 -162.04943 1.51435 11
1.84235 1.28907 -22.36948 20.28158 56.77505 0.00292 -6.40896 26.91095 -162.04943 1.52414 11
3.00997 1.20665 -28.16701 10.82376 -62.92205 0.00042 -25.21908 8.07650 -154.19524 1.16055 11
-0.70221 1.24375 -29.62034 7.31511 -60.92706 0.00042 -25.21908 8.07650 -154.19524 1.17948 11
2.52078 1.15562 -28.18362 10.78366 -58.38057 0.00042 -25.21908 8.07650 -154.19524 1.20291 11
0.15180 1.15420 29.41905 -7.80107 -33.30686 0.00143 26.53928 -6.23948 -159.62391 1.42538 11
2.11916 1.20253 30.81254 -4.43689 -31.77713 0.00143 26.53928 -6.23948 -159.62391 1.44067 11
2.33674 1.15728 30.16500 -3.59700 -31.32192 0.00143 26.53928 -6.23948 -159.62391 1.44463 11
1.32710 1.20697 30.17597 -3.98253 -28.05151 0.00143 26.53928 -6.23948 -159.62391 1.49187 11
1.95606 0.92568 30.16500 -2.51492 -27.17266 0.00143 26.53928 -6.23948 -159.62391 1.49856 11
-0.00716 1.03139 30.16500 -4.07546 -23.52506 0.00143 26.53928 -6.23948 -159.62391 1.51981 11
-2.96392 0.96660 30.16500 -2.02375 -21.49910 0.00143 26.53928 -6.23948 -159.62391 1.53319 11
-0.36018 1.10072 30.16500 -2.46072 -20.87567 0.00143 26.53928 -6.23948 -159.62391 1.53628 11
-2.66787 1.47744 30.16500 -0.77183 -19.78507 0.00143 26.53928 -6.23948 -159.62391 1.54898 11
0.08681 1.69279 30.16500 -1.58637 -19.54972 0.00143 26.53928 -6.23948 -159.62391 1.55279 11
2.97292 2.26724 30.16500 -0.68331 -20.45175 0.00143 26.53928 -6.23948 -159.62391 1.55916 11
-0.44578 0.81272 30.14382 -0.74166 -20.58603 0.00143 26.53928 -6.23948 -159.62391 1.56195 11
1.37965 2.27781 30.19000 -3.40931 -28.81512 0.00143 26.53928 -6.23948 -159.62391 1.49492 11
2.75818 2.09347 30.16500 -2.02887 -29.91578 0.00143 26.53928 -6.23948 -159.62391 1.50232 11
-2.00582 2.09124 30.14000 -3.09851 -31.35039 0.00143 26.53928 -6.23948 -159.62391 1.51487 11
0.03095 1.86619 30.16500 -3.36243 -33.88903 0.00143 26.53928 -6.23948 -159.62391 1.53690 11
3.08311 1.91450 30.16500 -2.00114 -35.56092 0.00143 26.53928 -6.23948 -159.62391 1.55020 11
-0.71860 1.41316 -0.82056 30.16500 4.06331 0.00364 10.64721 27.47870 -167.12000 1.50873 11
0.57993 1.59342 2.96248 30.16500 4.52674 0.00364 10.64721 27.47870 -167.12000 1.52262 11
0.87592 1.60483 4.03987 30.97699 4.48122 0.00364 10.64721 27.47870 -167.12000 1.52719 11
-0.28992 1.49963 1.14013 30.16500 5.51396 0.00364 10.64721 27.47870 -167.12000 1.57712 11
0.09823 1.63384 2.95983 30.16500 5.82397 0.00364 10.64721 27.47870 -167.12000 1.58349 11
0.88463 1.52365 4.61471 30.73889 5.56829 0.00364 10.64721 27.47870 -167.12000 1.58966 11
0.80372 1.20410 4.39244 30.83095 6.39287 0.00364 10.64721 27.47870 -167.12000 1.62642 11
1.21779 1.54790 -24.69186 -19.21353 -21.00342 0.00364 -27.90020 -9.48793 -167.12000 1.49225 11
2.28937 1.68866 -24.95075 -18.52317 -21.00661 0.00364 -27.90020 -9.48793 -167.12000 1.50210 11
1.57079 0.11553 -23.78928 -18.90583 -16.29764 0.00364 -27.90020 -9.48793 -167.12000 1.53768 11
-1.34389 0.14769 -23.29560 -19.39951 -15.46829 0.00364 -27.90020 -9.48793 -167.12000 1.54347 11
0.96397 1.32360 -22.71423 -19.94552 -14.40389 0.00364 -27.90020 -9.48793 -167.12000 1.55199 11
-2.13332 2.81170 -20.49486 -22.16489 60.28639 0.00309 -20.45662 -22.10432 60.46813 -0.18105 11
0.74159 2.85419 -17.29330 -25.36645 39.67697 0.00309 -20.45662 -22.10432 60.46813 -0.10867 11
-2.25226 2.67715 -20.60616 -22.05359 19.74279 0.00309 -20.45662 -22.10432 60.46813 -0.03829 11
-1.91953 1.29542 6.29705 30.04204 -64.95603 0.00282 10.65348 28.10625 -79.89021 0.48699 11
1.40882 1.11839 9.65390 28.65158 -60.54179 0.00282 10.65348 28.10625 -79.89021 0.51365 11
-2.21219 1.07621 6.37642 30.00916 -57.82065 0.00282 10.65348 28.10625 -79.89021 0.53263 11
1.34082 0.92995 9.60342 28.67249 -54.47086 0.00282 10.65348 28.10625 -79.89021 0.55894 11
-2.17846 0.97037 6.70994 29.87101 -51.40985 0.00282 10.65348 28.10625 -79.89021 0.57729 11
1.90093 0.81317 9.92546 28.53910 -49.50256 0.00282 10.65348 28.10625 -79.89021 0.59765 11
-2.42094 0.80655 8.31345 29.20682 -47.01091 0.00282 10.65348 28.10625 -79.89021 0.60885 11
0.80543 2.00520 11.19452 28.01344 -47.11850 0.00282 10.65348 28.10625 -79.89021 0.62787 11
-1.53711 2.02338 8.82082 28.99666 -49.51541 0.00282 10.65348 28.10625 -79.89021 0.64904 11
0.65742 1.58214 11.00215 28.09312 -50.57448 0.00282 10.65348 28.10625 -79.89021 0.65989 11
-1.57945 1.62416 8.90839 28.96039 -51.22785 0.00282 10.65348 28.10625 -79.89021 0.68044 11
0.80243 1.94896 11.29432 27.97210 -52.38894 0.00282 10.65348 28.10625 -79.89021 0.69697 11
-1.67137 2.24030 9.94858 28.55658 -54.55603 0.00282 10.65348 28.10625 -79.89021 0.71481 11
-2.14234 2.53614 10.01696 28.50120 -55.56605 0.00282 10.65348 28.10625 -79.89021 0.72438 11
0.96797 0.65404 10.02391 28.47126 -55.57676 0.00282 10.65348 28.10625 -79.89021 0.72492 11
-1.85572 0.68393 -25.84933 16.81042 -17.15007 0.00561 -26.47277 2.35609 -150.72000 1.21826 -11
-2.68951 0.89231 -26.10497 16.55478 -16.78153 0.00561 -26.47277 2.35609 -150.72000 1.22033 -11
-1.35485 2.29535 -23.46255 19.19721 -18.04236 0.00561 -26.47277 2.35609 -150.72000 1.26661 -11
2.38819 2.13862 -24.51430 18.14545 -22.63787 0.00561 -26.47277 2.35609 -150.72000 1.28489 -11
-0.90877 2.08119 -22.73144 19.92831 -24.84134 0.00561 -26.47277 2.35609 -150.72000 1.30146 -11
1.41253 1.73175 -24.03990 18.61985 -24.97838 0.00561 -26.47277 2.35609 -150.72000 1.32549 -11
-0.09161 1.43982 -22.79613 19.86362 -24.85503 0.00561 -26.47277 2.35609 -150.72000 1.33239 -11
1.51671 2.19122 -22.54093 20.11882 -24.77958 0.00561 -26.47277 2.35609 -150.72000 1.33427 -11
1.50998 2.70394 -22.27787 20.41723 -26.18339 0.00561 -26.47277 2.35609 -150.72000 1.34497 -11
-2.05549 1.47999 -22.28652 20.40859 -26.69500 0.00561 -26.47277 2.35609 -150.72000 1.37192 -11
-0.93250 1.52508 -21.80843 20.85133 -26.24900 0.00561 -26.47277 2.35609 -150.72000 1.38984 -11
-1.38307 2.36544 25.54931 -17.11044 35.84812 0.00287 19.98980 -17.53029 -150.77000 2.00415 11
3.10743 2.46253 25.80578 -16.85397 20.67117 0.00287 19.98980 -17.53029 -150.77000 2.09529 11
-1.65099 0.60907 25.22960 -17.39479 19.95670 0.00287 19.98980 -17.53029 -150.77000 2.10133 11
2.72981 0.21459 25.22481 -17.39969 20.05427 0.00287 19.98980 -17.53029 -150.77000 2.10190 11
1.09812 1.50675 9.87695 28.55501 61.33908 0.00069 5.29784 25.62727 -148.47000 1.78817 11
-2.02611 1.44985 -20.09883 -22.56092 -62.18350 0.00147 -21.08694 -18.27700 -158.27000 2.10888 11
0.27876 1.65864 -18.93606 -23.72370 -61.89681 0.00147 -21.08694 -18.27700 -158.27000 2.11738 11
-0.73488 1.56555 26.20877 -15.55138 64.92796 0.00140 22.03033 -15.80094 -153.77000 3.03566 11
-0.59067 1.92489 26.78713 -15.87262 64.83882 0.00140 22.03033 -15.80094 -153.77000 3.03812 11
-1.85123 2.27707 26.67197 -14.49844 63.20532 0.00140 22.03033 -15.80094 -153.77000 3.05280 11
-2.98170 2.39478 27.06782 -13.47745 60.93243 0.00140 22.03033 -15.80094 -153.77000 3.06740 11
-0.17994 1.02390 26.91417 -13.84839 60.72630 0.00140 22.03033 -15.80094 -153.77000 3.06970 11
2.61707 1.53615 27.32257 -12.86242 61.41886 0.00140 22.03033 -15.80094 -153.77000 3.07681 11
2.67343 0.49550 -12.07691 27.64794 11.92179 0.00140 -11.40152 24.59696 -153.77000 1.17807 11
-1.41578 0.39648 -14.46602 26.65834 16.97208 0.00140 -11.40152 24.59696 -153.77000 1.19773 11
1.12592 0.25708 -13.91419 26.88691 18.67037 0.00140 -11.40152 24.59696 -153.77000 1.20497 11
-0.11260 0.09874 27.51011 -12.40966 4.61021 0.00140 24.35896 -11.90153 -153.77000 1.16081 11
-1.68104 0.15275 27.69288 -12.03374 19.65844 0.00140 24.35896 -11.90153 -153.77000 1.21198 11
-2.43594 0.26787 27.97899 -11.27769 30.96638 0.00140 24.35896 -11.90153 -153.77000 1.25146 11
0.55480 1.25635 27.02830 -13.57286 37.78343 0.00140 24.35896 -11.90153 -153.77000 1.29116 11
1.67989 1.39408 27.79972 -11.71048 38.28202 0.00140 24.35896 -11.90153 -153.77000 1.29860 11
0.14761 1.27688 27.40266 -12.66907 41.81158 0.00140 24.35896 -11.90153 -153.77000 1.34029 11
2.25497 1.23543 28.73150 -9.46096 42.88092 0.00140 24.35896 -11.90153 -153.77000 1.35536 11
-0.24052 1.19906 27.47275 -12.49985 45.70214 0.00140 24.35896 -11.90153 -153.77000 1.38188 11
2.43680 1.17800 28.79427 -9.30942 47.59117 0.00140 24.35896 -11.90153 -153.77000 1.40022 11
0.01737 1.26540 27.58198 -12.23616 50.21696 0.00140 24.35896 -11.90153 -153.77000 1.42345 11
2.63682 1.45660 28.68918 -9.56314 51.28522 0.00140 24.35896 -11.90153 -153.77000 1.43680 11
0.02887 1.25363 27.52088 -12.38366 50.70550 0.00140 24.35896 -11.90153 -153.77000 1.45253 11
2.37347 1.36376 28.31020 -10.47807 51.55649 0.00140 24.35896 -11.90153 -153.77000 1.46203 11
-0.94378 1.53502 27.54754 -12.31931 51.03503 0.00140 24.35896 -11.90153 -153.77000 1.47337 11
-2.04915 1.57147 27.84080 -11.67663 50.91954 0.00140 24.35896 -11.90153 -153.77000 1.48948 11
-2.99018 1.44171 28.04198 -11.12561 50.65827 0.00140 24.35896 -11.90153 -153.77000 1.51004 11
-1.80185 0.45795 -28.06879 -11.06089 -51.19257 0.00140 -24.70037 -11.17573 -153.77000 0.95726 11
-0.18963 0.53607 -27.34056 -12.81900 -46.61618 0.00140 -24.70037 -11.17573 -153.77000 0.97415 11
2.33986 1.00673 -28.33975 -10.40674 -27.61844 0.00140 -24.70037 -11.17573 -153.77000 1.04572 11
1.53552 1.25965 -27.86447 -11.55415 -21.11750 0.00140 -24.70037 -11.17573 -153.77000 1.09176 11
3.00928 1.13491 -29.12844 -8.50267 -20.62852 0.00140 -24.70037 -11.17573 -153.77000 1.10459 11
-0.72009 1.07436 19.81341 -22.84634 -56.96496 0.00866 17.36785 -14.14113 -62.31000 0.36982 11
2.45083 1.13873 28.56302 -9.86771 -43.50809 0.00866 17.36785 -14.14113 -62.31000 0.46290 11
-0.33131 1.08480 19.45403 -23.20572 -30.69213 0.00866 17.36785 -14.14113 -62.31000 0.56916 11
1.90079 1.42556 27.64302 -12.08878 -25.04727 0.00866 17.36785 -14.14113 -62.31000 0.62827 11
-0.03376 1.26888 20.75717 -21.90259 -16.69067 0.00866 17.36785 -14.14113 -62.31000 0.74091 11
1.92889 1.26173 27.55349 -12.30492 -12.24262 0.00866 17.36785 -14.14113 -62.31000 0.78970 11
0.06312 1.33261 20.91232 -21.74743 -4.08739 0.00866 17.36785 -14.14113 -62.31000 0.89701 11
1.83510 1.33869 27.29218 -12.93578 -1.25374 0.00866 17.36785 -14.14113 -62.31000 0.93958 11
0.18392 1.38801 21.41863 -21.24112 6.52158 0.00866 17.36785 -14.14113 -62.31000 1.05142 11
1.34503 1.42003 26.75729 -15.90246 7.99691 0.00866 17.36785 -14.14113 -62.31000 1.07856 11
1.70655 1.36177 26.91066 -13.85687 8.38838 0.00866 17.36785 -14.14113 -62.31000 1.08560 11
0.33431 1.33879 21.96279 -20.69696 15.90724 0.00866 17.36785 -14.14113 -62.31000 1.19950 11
1.24675 1.31930 26.10992 -16.54983 17.38105 0.00866 17.36785 -14.14113 -62.31000 1.22041 11
1.42994 1.21435 26.45592 -14.95470 17.92671 0.00866 17.36785 -14.14113 -62.31000 1.22628 11
0.22379 1.14227 21.87947 -20.78028 63.33245 0.00866 17.36785 -14.14113 -62.31000 1.59385 11
1.82111 1.04858 -2.93583 30.16500 -56.92368 0.00866 -5.95748 21.58986 -62.31000 0.37007 11
-0.88408 0.86835 -15.78032 26.11394 -36.35166 0.00866 -5.95748 21.58986 -62.31000 0.47699 11
1.62736 0.65107 -4.35552 30.16500 -20.10491 0.00866 -5.95748 21.58986 -62.31000 0.55461 11
-0.97497 0.63277 -13.92110 26.88405 6.30907 0.00866 -5.95748 21.58986 -62.31000 0.66624 11
1.83558 0.68306 -5.26844 30.16500 25.12875 0.00866 -5.95748 21.58986 -62.31000 0.74276 11
-1.21111 0.76047 -14.56627 26.61682 43.77880 0.00866 -5.95748 21.58986 -62.31000 0.82473 11
1.90133 0.80143 -3.60297 30.16500 61.39152 0.00866 -5.95748 21.58986 -62.31000 0.91166 11
-2.28946 1.10450 -25.80478 -16.52668 -56.73990 0.00866 -16.53631 -15.10510 -62.31000 0.37139 11
0.79586 1.11037 -14.51853 -26.63659 -45.90164 0.00866 -16.53631 -15.10510 -62.31000 0.45764 11
-2.23595 1.18870 -25.44351 -17.39888 -33.85110 0.00866 -16.53631 -15.10510 -62.31000 0.54882 11
0.91434 1.10937 -14.41091 -26.68116 -23.30176 0.00866 -16.53631 -15.10510 -62.31000 0.63329 11
-2.12445 1.16890 -25.25316 -17.85843 -13.03709 0.00866 -16.53631 -15.10510 -62.31000 0.71604 11
0.81399 1.12412 -14.05728 -26.82765 -4.77432 0.00866 -16.53631 -15.10510 -62.31000 0.79129 11
-2.28667 1.27030 -24.26566 -18.39409 1.64376 0.00866 -16.53631 -15.10510 -62.31000 0.85994 11
-2.12737 1.24401 -24.75166 -19.06915 1.92390 0.00866 -16.53631 -15.10510 -62.31000 0.86290 11
0.54408 1.28216 -15.41657 -27.24319 7.59715 0.00866 -16.53631 -15.10510 -62.31000 0.92284 11
0.75614 1.38966 -14.60753 -26.59972 7.80980 0.00866 -16.53631 -15.10510 -62.31000 0.92638 11
-2.30382 1.46600 -24.46066 -18.19909 9.71807 0.00866 -16.53631 -15.10510 -62.31000 0.99569 11
-2.07884 1.42907 -24.89009 -18.73496 9.80556 0.00866 -16.53631 -15.10510 -62.31000 0.99803 11
0.55271 1.30088 -15.97159 -26.68816 13.15658 0.00866 -16.53631 -15.10510 -62.31000 1.05314 11
0.69279 1.45246 -15.38081 -26.27942 13.30515 0.00866 -16.53631 -15.10510 -62.31000 1.05561 11
-2.32479 1.49554 -24.95646 -18.57473 14.25230 0.00866 -16.53631 -15.10510 -62.31000 1.12307 11
1.00896 1.38435 -16.37345 -26.28630 16.75766 0.00866 -16.53631 -15.10510 -62.31000 1.18775 11
-2.72722 1.43758 -24.09379 -18.56596 19.09233 0.00866 -16.53631 -15.10510 -62.31000 1.23640 11
-2.53262 1.40457 -24.80121 -18.94953 19.19351 0.00866 -16.53631 -15.10510 -62.31000 1.23911 11
0.92678 1.09188 -16.75564 -25.90411 24.07622 0.00866 -16.53631 -15.10510 -62.31000 1.30123 11
-2.48984 0.91916 -23.34351 -19.31624 31.85775 0.00866 -16.53631 -15.10510 -62.31000 1.35322 11
1.08418 0.97261 -17.33290 -25.32685 42.97132 0.00866 -16.53631 -15.10510 -62.31000 1.41741 11
-2.69739 0.83951 -22.90099 -19.75876 50.87193 0.00866 -16.53631 -15.10510 -62.31000 1.46144 11
2.83323 1.09630 -26.77154 14.19272 -56.93092 0.00866 -21.29780 6.92945 -62.31000 0.37005 11
-0.15691 1.08225 -30.16500 -1.25344 -43.14113 0.00866 -21.29780 6.92945 -62.31000 0.46745 11
2.83012 1.10203 -26.67149 14.43426 -32.16121 0.00866 -21.29780 6.92945 -62.31000 0.55379 11
-0.25182 1.06022 -30.16500 0.70368 -19.48377 0.00866 -21.29780 6.92945 -62.31000 0.63981 11
2.84402 1.00536 -26.76522 14.20799 -6.68208 0.00866 -21.29780 6.92945 -62.31000 0.72460 11
-0.17642 0.98921 -30.16500 1.13649 7.43564 0.00866 -21.29780 6.92945 -62.31000 0.81180 11
2.83271 1.00807 -26.99878 13.64412 20.45949 0.00866 -21.29780 6.92945 -62.31000 0.88920 11
-0.20109 1.14222 -30.16500 0.60626 30.78453 0.00866 -21.29780 6.92945 -62.31000 0.96725 11
2.80253 1.13627 -26.96910 13.71578 41.09229 0.00866 -21.29780 6.92945 -62.31000 1.04480 11
-0.00814 1.30694 -30.16500 0.92899 50.57485 0.00866 -21.29780 6.92945 -62.31000 1.12605 11
2.64805 1.30977 -26.75346 14.23639 55.82851 0.00866 -21.29780 6.92945 -62.31000 1.19315 11
0.08445 1.25060 -30.16500 1.79323 62.98124 0.00866 -21.29780 6.92945 -62.31000 1.27714 11
2.03111 1.01552 -6.83963 30.16500 -56.53405 0.00866 -8.54441 20.70282 -62.31000 0.37258 11
-0.88663 0.85754 -20.19998 22.45977 -40.61689 0.00866 -8.54441 20.70282 -62.31000 0.47206 11
1.97278 0.76904 -8.83376 28.99130 -23.23314 0.00866 -8.54441 20.70282 -62.31000 0.55851 11
-1.12510 0.72041 -19.24867 23.41109 -3.35882 0.00866 -8.54441 20.70282 -62.31000 0.64902 11
2.14843 0.75520 -8.92763 28.95242 15.63220 0.00866 -8.54441 20.70282 -62.31000 0.73766 11
-1.41067 0.69095 -18.88350 24.82856 31.35683 0.00866 -8.54441 20.70282 -62.31000 0.80968 11
-1.06178 0.69023 -18.57156 24.08819 32.35152 0.00866 -8.54441 20.70282 -62.31000 0.81397 11
2.10300 0.84280 -8.85061 28.98432 48.22124 0.00866 -8.54441 20.70282 -62.31000 0.89057 11
-1.39436 0.76641 -18.09968 25.15323 62.61815 0.00866 -8.54441 20.70282 -62.31000 0.95830 11
-2.52652 1.06292 -27.11522 -13.36301 -56.99352 0.00866 -18.08183 -13.21594 -62.31000 0.36974 11
0.76701 0.94134 -17.26510 -25.39465 -40.92098 0.00866 -18.08183 -13.21594 -62.31000 0.47155 11
-2.60786 1.01516 -26.40844 -15.06933 -25.11681 0.00866 -18.08183 -13.21594 -62.31000 0.55599 11
0.95026 0.98555 -16.52162 -26.13814 -8.76583 0.00866 -18.08183 -13.21594 -62.31000 0.66133 11
-2.68621 0.99968 -26.25596 -15.43746 3.31367 0.00866 -18.08183 -13.21594 -62.31000 0.73900 11
1.09819 1.12378 -16.90055 -25.75920 19.97396 0.00866 -18.08183 -13.21594 -62.31000 0.85042 11
-2.75125 1.12931 -26.34598 -15.22012 29.24498 0.00866 -18.08183 -13.21594 -62.31000 0.91962 11
1.11315 1.23542 -16.76555 -25.89420 41.23942 0.00866 -18.08183 -13.21594 -62.31000 1.02591 11
-2.77738 1.31374 -26.34850 -15.21403 45.93111 0.00866 -18.08183 -13.21594 -62.31000 1.08846 11
1.05937 1.18521 -16.68560 -25.97415 53.93711 0.00866 -18.08183 -13.21594 -62.31000 1.19231 11
-2.77137 1.21399 -26.14971 -15.69396 61.92980 0.00866 -18.08183 -13.21594 -62.31000 1.26080 11
-1.61400 1.07053 -5.50956 -30.36823 -56.61046 0.00866 -0.21510 -22.39570 -62.31000 0.37226 11
1.87262 1.06665 10.21726 -28.41823 -41.66976 0.00866 -0.21510 -22.39570 -62.31000 0.47684 11
-1.67086 1.03807 -5.06478 -30.55246 -30.70433 0.00866 -0.21510 -22.39570 -62.31000 0.55629 11
1.82874 0.89262 9.14540 -28.86221 -13.56616 0.00866 -0.21510 -22.39570 -62.31000 0.65820 11
-1.65724 0.93706 -3.96505 -30.16500 1.75604 0.00866 -0.21510 -22.39570 -62.31000 0.73881 11
-1.49587 0.92484 -3.98901 -30.99806 2.37697 0.00866 -0.21510 -22.39570 -62.31000 0.74229 11
1.72158 0.79952 8.84501 -28.98664 20.04167 0.00866 -0.21510 -22.39570 -62.31000 0.83336 11
-1.53155 0.81029 -2.92402 -30.16500 37.35561 0.00866 -0.21510 -22.39570 -62.31000 0.91632 11
1.58723 0.95895 9.80770 -28.58788 53.85987 0.00866 -0.21510 -22.39570 -62.31000 1.00523 11
