phi theta x y z pt prodx prody prodz t pid
-0.28897 0.23370 15.33571 -26.29810 -12.84877 0.00585 10.93831 -20.71081 -110.85000 1.64482 11
1.10160 0.46665 15.38474 -26.27779 -12.62584 0.00585 10.93831 -20.71081 -110.85000 1.64553 11
0.48932 1.21787 15.32845 -26.27405 -8.44245 0.00585 10.93831 -20.71081 -110.85000 1.67876 11
0.44711 1.56011 14.87743 -26.46087 -8.42705 0.00585 10.93831 -20.71081 -110.85000 1.70116 11
-1.90263 2.48339 13.94804 -26.87289 -9.84006 0.00585 10.93831 -20.71081 -110.85000 1.71552 11
2.87975 2.60042 14.49635 -26.67086 -12.99614 0.00585 10.93831 -20.71081 -110.85000 1.73029 11
-1.04426 2.87486 14.70238 -26.58552 -14.41447 0.00585 10.93831 -20.71081 -110.85000 1.73159 11
1.34225 1.69822 15.72139 -26.13925 -16.35527 0.00585 10.93831 -20.71081 -110.85000 1.74816 11
-1.09872 1.02070 -0.68920 -30.16500 -57.28855 0.00585 -0.41754 -23.41816 -110.85000 1.10629 11
1.07562 1.09357 6.46632 -30.16500 -52.20987 0.00585 -0.41754 -23.41816 -110.85000 1.14026 11
-1.17068 1.01848 -0.07772 -30.16500 -41.20788 0.00585 -0.41754 -23.41816 -110.85000 1.20583 11
1.50977 1.50575 9.58580 -28.67979 -37.40618 0.00585 -0.41754 -23.41816 -110.85000 1.25189 11
-0.93763 1.35508 2.33189 -30.16500 -35.32174 0.00585 -0.41754 -23.41816 -110.85000 1.30382 11
0.90055 1.26247 8.45007 -30.16500 -33.55858 0.00585 -0.41754 -23.41816 -110.85000 1.32836 11
1.55580 1.07038 8.87414 -28.97457 -32.87640 0.00585 -0.41754 -23.41816 -110.85000 1.33341 11
-0.65592 0.86151 6.25411 -30.16500 -26.80849 0.00585 -0.41754 -23.41816 -110.85000 1.36597 11
0.69621 1.01456 8.06318 -30.16500 -25.36607 0.00585 -0.41754 -23.41816 -110.85000 1.37420 11
1.40957 0.74090 8.72399 -29.03677 -24.46320 0.00585 -0.41754 -23.41816 -110.85000 1.37965 11
-0.73594 1.07577 8.73550 -29.03200 44.07749 0.00585 -0.41754 -23.41816 -110.85000 1.64410 11
1.35907 1.03483 10.63762 -28.24411 45.51646 0.00585 -0.41754 -23.41816 -110.85000 1.65403 11
0.35217 0.98200 9.68419 -28.61198 47.63454 0.00585 -0.41754 -23.41816 -110.85000 1.68100 11
0.25405 1.27478 9.99193 -28.51157 47.87482 0.00585 -0.41754 -23.41816 -110.85000 1.68181 11
0.39905 1.66170 10.68865 -28.22298 47.90437 0.00585 -0.41754 -23.41816 -110.85000 1.68571 11
0.04239 1.36687 10.87272 -28.14673 47.95026 0.00585 -0.41754 -23.41816 -110.85000 1.68645 11
0.78326 1.13122 11.20147 -28.03762 48.74026 0.00585 -0.41754 -23.41816 -110.85000 1.69478 11
0.75634 0.67815 10.79779 -28.19824 49.43826 0.00585 -0.41754 -23.41816 -110.85000 1.70266 11
-2.34635 0.77747 11.92839 27.70946 -59.45164 0.00585 13.72171 18.98154 -110.85000 1.15929 11
1.30613 0.98865 17.31230 25.34745 -47.41246 0.00585 13.72171 18.98154 -110.85000 1.21492 11
-2.07331 1.04280 10.76585 28.19100 -40.54008 0.00585 13.72171 18.98154 -110.85000 1.25724 11
1.15877 0.84634 17.15165 25.50810 -33.13054 0.00585 13.72171 18.98154 -110.85000 1.30249 11
-1.99255 0.98572 11.33381 27.95574 -24.98649 0.00585 13.72171 18.98154 -110.85000 1.34582 11
1.33972 0.94320 16.85231 25.80744 -17.38190 0.00585 13.72171 18.98154 -110.85000 1.38629 11
-1.74045 0.86543 11.27673 27.97939 -10.14554 0.00585 13.72171 18.98154 -110.85000 1.42753 11
1.20663 1.04132 16.81655 25.84320 -4.18418 0.00585 13.72171 18.98154 -110.85000 1.46545 11
-1.83557 1.19423 11.17492 28.02156 0.62505 0.00585 13.72171 18.98154 -110.85000 1.50306 11
1.14365 1.30257 16.85122 25.80853 4.11531 0.00585 13.72171 18.98154 -110.85000 1.53638 11
-2.03387 1.13921 10.48520 28.30725 7.40538 0.00585 13.72171 18.98154 -110.85000 1.57201 11
1.50911 1.27285 15.91454 26.74522 10.86561 0.00585 13.72171 18.98154 -110.85000 1.60628 11
-1.75192 1.11868 11.98663 27.68534 14.77648 0.00585 13.72171 18.98154 -110.85000 1.63284 11
1.11631 0.96717 16.23455 26.42520 18.22844 0.00585 13.72171 18.98154 -110.85000 1.65819 11
-1.18931 0.92138 13.46061 27.07479 23.21295 0.00585 13.72171 18.98154 -110.85000 1.68516 11
0.43993 1.21432 16.32201 26.33774 24.97907 0.00585 13.72171 18.98154 -110.85000 1.69841 11
0.11311 1.38832 15.73343 26.92632 29.67438 0.00585 13.72171 18.98154 -110.85000 1.73911 11
0.96874 1.32436 16.26507 26.39468 28.78895 0.00585 13.72171 18.98154 -110.85000 1.77299 11
-1.68511 1.28028 13.64175 26.99976 30.27768 0.00585 13.72171 18.98154 -110.85000 1.79080 11
0.62593 1.55389 16.05950 26.60025 32.17213 0.00585 13.72171 18.98154 -110.85000 1.80542 11
0.23500 1.15397 15.94661 26.71314 32.72948 0.00585 13.72171 18.98154 -110.85000 1.83277 11
-0.08950 1.16429 29.72910 -7.05256 -56.01681 0.00585 20.31747 -11.65267 -110.85000 2.31470 11
2.29721 1.32223 30.60899 -4.92832 -54.95374 0.00585 20.31747 -11.65267 -110.85000 2.32577 11
-0.07678 0.71436 29.72179 -7.07019 -54.31081 0.00585 20.31747 -11.65267 -110.85000 2.33877 11
2.20340 0.62880 30.17787 -5.96913 -52.94625 0.00585 20.31747 -11.65267 -110.85000 2.34583 11
-1.04002 0.55041 30.20178 -5.91140 -52.66520 0.00585 20.31747 -11.65267 -110.85000 2.34694 11
2.00928 0.42081 30.38479 -5.53491 -50.21239 0.00585 20.31747 -11.65267 -110.85000 2.36729 11
2.19502 0.87839 30.22735 -5.85012 -49.61810 0.00585 20.31747 -11.65267 -110.85000 2.38425 11
2.44387 1.23665 4.15065 30.16500 -59.15401 0.00585 6.18902 22.58939 -110.85000 1.20638 11
-2.48174 1.29021 -1.02868 30.16500 -57.57675 0.00585 6.18902 22.58939 -110.85000 1.22580 11
2.78950 1.42736 4.27333 30.85323 -53.37006 0.00585 6.18902 22.58939 -110.85000 1.29865 11
-2.48318 1.59847 1.14259 30.16500 -53.32143 0.00585 6.18902 22.58939 -110.85000 1.30985 11
2.24880 1.53519 6.52623 29.94711 -53.53521 0.00585 6.18902 22.58939 -110.85000 1.37183 11
-2.37364 1.56532 1.04261 30.16500 -53.29507 0.00585 6.18902 22.58939 -110.85000 1.39253 11
1.75962 1.68116 7.64844 29.48227 -55.37609 0.00585 6.18902 22.58939 -110.85000 1.44067 11
-1.66498 1.62373 2.03659 30.16500 -56.13800 0.00585 6.18902 22.58939 -110.85000 1.46872 11
1.29417 1.66404 8.08698 29.30062 -56.54475 0.00585 6.18902 22.58939 -110.85000 1.49776 11
-1.72445 1.53314 1.65110 30.16500 -56.11358 0.00585 6.18902 22.58939 -110.85000 1.53262 11
2.32071 1.45228 6.07492 30.13405 -57.92014 0.00585 6.18902 22.58939 -110.85000 1.56922 11
2.99591 1.64128 4.69802 30.70438 -57.86637 0.00585 6.18902 22.58939 -110.85000 1.57449 11
-2.18848 1.42238 1.24118 30.16500 -57.51177 0.00585 6.18902 22.58939 -110.85000 1.58746 11
2.39747 1.29117 4.79199 30.66545 -58.08916 0.00585 6.18902 22.58939 -110.85000 1.61786 11
3.04593 1.28200 3.78606 31.08212 -57.82588 0.00585 6.18902 22.58939 -110.85000 1.62184 11
-2.09515 1.12068 2.18500 30.16500 -56.97407 0.00585 6.18902 22.58939 -110.85000 1.62895 11
1.79815 0.60255 4.98241 30.58658 -52.97620 0.00585 6.18902 22.58939 -110.85000 1.65180 11
-1.18981 0.57153 3.19605 30.16500 -47.48121 0.00585 6.18902 22.58939 -110.85000 1.67405 11
1.02560 0.76396 3.30958 30.16500 -47.15334 0.00585 6.18902 22.58939 -110.85000 1.67538 11
-1.23825 0.88154 1.19505 30.16500 -42.48802 0.00585 6.18902 22.58939 -110.85000 1.69961 11
1.18484 1.37012 4.38219 30.16500 -41.64500 0.00585 6.18902 22.58939 -110.85000 1.71718 11
1.66601 1.14460 4.54776 30.76662 -41.46099 0.00585 6.18902 22.58939 -110.85000 1.71948 11
-1.27656 1.07988 2.04182 30.16500 -39.11789 0.00585 6.18902 22.58939 -110.85000 1.73667 11
-1.73983 0.99243 2.52236 30.16500 -34.75342 0.00585 6.18902 22.58939 -110.85000 1.76550 11
1.74302 1.21947 5.18104 30.50430 -29.94319 0.00585 6.18902 22.58939 -110.85000 1.79526 11
2.42033 0.22416 4.93916 30.63155 -29.51573 0.00585 6.18902 22.58939 -110.85000 1.79809 11
-2.17455 1.21218 4.59942 30.74522 -26.26235 0.00585 6.18902 22.58939 -110.85000 1.81829 11
-0.14073 2.48495 4.59157 30.72684 -26.28802 0.00585 6.18902 22.58939 -110.85000 1.81900 11
-0.54310 1.29230 -30.16500 1.02812 -61.63275 0.00585 -22.00299 8.02826 -110.85000 1.15670 11
-2.95371 1.26826 -28.86243 9.14486 -58.08139 0.00585 -22.00299 8.02826 -110.85000 1.21488 11
-0.47461 1.27938 -30.16500 1.32647 -54.77025 0.00585 -22.00299 8.02826 -110.85000 1.25111 11
-2.83775 1.03325 -28.92451 8.99499 -50.16350 0.00585 -22.00299 8.02826 -110.85000 1.30756 11
-0.66326 1.06994 -30.16500 2.42242 -45.74138 0.00585 -22.00299 8.02826 -110.85000 1.33885 11
-2.89757 1.15651 -28.96309 8.90185 -37.76048 0.00585 -22.00299 8.02826 -110.85000 1.39795 11
-0.48637 1.15092 -30.16500 1.75128 -33.68714 0.00585 -22.00299 8.02826 -110.85000 1.43292 11
-3.07024 1.08235 -29.29776 8.09388 -25.12921 0.00585 -22.00299 8.02826 -110.85000 1.48564 11
-0.23086 1.03109 -30.16500 1.39743 -19.95860 0.00585 -22.00299 8.02826 -110.85000 1.52268 11
3.03457 0.98884 -29.36257 7.93744 -14.29312 0.00585 -22.00299 8.02826 -110.85000 1.56194 11
0.21382 1.23745 -30.16500 0.74595 -9.24707 0.00585 -22.00299 8.02826 -110.85000 1.60696 11
2.83915 1.18716 -29.99042 6.42165 -6.49994 0.00585 -22.00299 8.02826 -110.85000 1.63401 11
2.46437 1.12356 -30.50695 5.17466 -0.90435 0.00585 -22.00299 8.02826 -110.85000 1.68180 11
1.13025 1.24914 -30.48478 5.29351 9.69854 0.00585 -22.00299 8.02826 -110.85000 1.79729 11
0.99019 1.68631 -30.47399 5.25423 16.43825 0.00585 -22.00299 8.02826 -110.85000 1.89065 11
2.11802 1.56913 -30.26670 5.75466 16.24405 0.00585 -22.00299 8.02826 -110.85000 1.89323 11
-0.12608 1.10593 -30.79082 4.48934 16.52519 0.00585 -22.00299 8.02826 -110.85000 1.90368 11
1.70062 0.99735 -30.72580 4.58096 16.64454 0.00585 -22.00299 8.02826 -110.85000 1.90448 11
3.00078 0.29448 -30.81299 4.41098 16.59260 0.00585 -22.00299 8.02826 -110.85000 1.90747 11
-0.59899 1.25234 6.90853 -30.16500 -59.63375 0.00585 4.50183 -22.98517 -110.85000 1.35975 11
1.65237 1.04176 15.63642 -26.17354 -54.94253 0.00585 4.50183 -22.98517 -110.85000 1.40347 11
-0.88218 0.73486 10.43070 -28.32982 -42.48327 0.00585 4.50183 -22.98517 -110.85000 1.45738 11
1.68028 0.81634 15.82624 -26.09492 -34.03640 0.00585 4.50183 -22.98517 -110.85000 1.49596 11
-0.36752 0.88736 11.20129 -28.01063 -22.61010 0.00585 4.50183 -22.98517 -110.85000 1.56796 11
1.05318 0.89367 15.00600 -26.43467 -18.85993 0.00585 4.50183 -22.98517 -110.85000 1.58753 11
-0.52513 0.65577 10.63770 -28.24408 -6.23906 0.00585 4.50183 -22.98517 -110.85000 1.65115 11
1.26911 0.55443 13.97856 -26.86025 0.10093 0.00585 4.50183 -22.98517 -110.85000 1.67671 11
-0.69090 1.15073 10.45824 -28.31842 7.34634 0.00585 4.50183 -22.98517 -110.85000 1.71846 11
1.47496 1.23600 14.77651 -26.52973 9.52043 0.00585 4.50183 -22.98517 -110.85000 1.73939 11
-0.67753 1.30901 10.70406 -28.21659 12.81290 0.00585 4.50183 -22.98517 -110.85000 1.77855 11
1.40643 1.41391 14.83368 -26.50605 13.95967 0.00585 4.50183 -22.98517 -110.85000 1.79722 11
-0.77186 1.09225 10.77012 -28.18923 16.53106 0.00585 4.50183 -22.98517 -110.85000 1.83344 11
1.54401 1.11956 14.52456 -26.63409 19.04213 0.00585 4.50183 -22.98517 -110.85000 1.85275 11
-0.82581 1.18820 10.52397 -28.29119 22.45015 0.00585 4.50183 -22.98517 -110.85000 1.88369 11
1.58706 1.12984 14.37193 -26.69731 24.70557 0.00585 4.50183 -22.98517 -110.85000 1.90381 11
-0.46374 0.91993 11.29521 -27.97173 30.37776 0.00585 4.50183 -22.98517 -110.85000 1.93426 11
1.34450 0.74270 13.53792 -27.04277 33.07663 0.00585 4.50183 -22.98517 -110.85000 1.94743 11
0.41405 0.46556 11.67666 -27.81373 40.91096 0.00585 4.50183 -22.98517 -110.85000 1.98210 11
1.06112 0.76483 11.77206 -27.77421 41.12764 0.00585 4.50183 -22.98517 -110.85000 1.98278 11
-0.14054 1.42723 9.81370 -28.58539 44.84018 0.00585 4.50183 -22.98517 -110.85000 2.01554 11
1.04427 1.57348 11.41588 -27.92175 45.03796 0.00585 4.50183 -22.98517 -110.85000 2.02186 11
1.77646 2.74588 8.43804 -29.15521 27.10770 0.00585 4.50183 -22.98517 -110.85000 2.11141 11
1.12058 2.97319 7.45925 -29.53358 23.03555 0.00585 4.50183 -22.98517 -110.85000 2.13078 11
-2.19905 2.22642 6.53851 -30.16500 21.98685 0.00585 4.50183 -22.98517 -110.85000 2.13712 11
2.62032 2.12349 7.34301 -30.16500 19.84739 0.00585 4.50183 -22.98517 -110.85000 2.15170 11
2.95143 1.97220 6.51482 -30.14000 20.00294 0.00585 4.50183 -22.98517 -110.85000 2.16598 11
-1.01093 0.82747 12.39773 -27.51505 3.97767 0.00021 14.00147 -26.79604 0.21852 1.70064 11
1.89059 0.83689 14.11001 -26.80580 6.04740 0.00021 14.00147 -26.79604 0.21852 1.71209 11
-1.61204 1.04476 12.22347 -27.58723 7.53509 0.00021 14.00147 -26.79604 0.21852 1.72380 11
2.18474 0.94170 13.87410 -26.90352 9.52189 0.00021 14.00147 -26.79604 0.21852 1.74129 11
-0.75944 0.78850 12.22046 -27.58848 9.91285 0.00021 14.00147 -26.79604 0.21852 1.75659 11
1.76344 0.63399 13.33306 -27.12873 11.60846 0.00021 14.00147 -26.79604 0.21852 1.76520 11
-1.45762 1.71960 11.58364 -27.84656 13.46379 0.00021 14.00147 -26.79604 0.21852 1.78765 11
-1.24475 1.44767 -27.63425 12.10997 -64.96082 0.00585 -18.14147 14.81457 -110.85000 1.25951 11
-1.57787 1.06020 -26.29355 15.34670 -64.42610 0.00585 -18.14147 14.81457 -110.85000 1.34603 11
3.10761 1.53624 -25.45720 17.20255 -30.67781 0.00585 -18.14147 14.81457 -110.85000 1.48545 11
-0.66190 1.60691 -27.13103 13.32485 -30.43894 0.00585 -18.14147 14.81457 -110.85000 1.50486 11
2.76646 1.56465 -25.74182 16.91794 -29.59109 0.00585 -18.14147 14.81457 -110.85000 1.53449 11
-0.32572 1.47766 -27.24274 13.05515 -29.03967 0.00585 -18.14147 14.81457 -110.85000 1.55697 11
3.12660 1.90812 -25.98072 16.67904 -30.64649 0.00585 -18.14147 14.81457 -110.85000 1.58271 11
-0.58808 1.81738 -27.05241 13.51465 -31.98922 0.00585 -18.14147 14.81457 -110.85000 1.59807 11
-3.13274 1.73782 -25.79170 16.86805 -31.44790 0.00585 -18.14147 14.81457 -110.85000 1.61767 11
-1.68442 1.95114 -27.26660 15.39315 -32.11098 0.00585 -18.14147 14.81457 -110.85000 1.62584 11
-0.85420 1.78165 -26.89185 13.90228 -32.34839 0.00585 -18.14147 14.81457 -110.85000 1.63139 11
2.78595 1.74980 -25.75496 16.90480 -32.71233 0.00585 -18.14147 14.81457 -110.85000 1.64944 11
-0.41235 1.56547 -26.87216 13.94981 -32.97173 0.00585 -18.14147 14.81457 -110.85000 1.66592 11
-1.16779 1.30618 -26.82442 14.06506 -30.90778 0.00585 -18.14147 14.81457 -110.85000 1.69954 11
-1.83083 1.39751 -26.55752 14.64409 -28.07007 0.00585 -18.14147 14.81457 -110.85000 1.72728 11
-2.51385 1.31628 -26.31965 15.28369 -26.41455 0.00585 -18.14147 14.81457 -110.85000 1.75638 11
-1.53620 1.00469 -26.71932 14.31880 -26.16746 0.00585 -18.14147 14.81457 -110.85000 1.76028 11
0.36511 0.74595 -26.52149 16.13826 -63.33857 0.00122 -26.14674 16.28464 -64.78740 1.55716 11
2.26863 2.21215 -25.82917 16.83058 -63.66728 0.00122 -26.14674 16.28464 -64.78740 1.56222 11
-0.12807 1.45283 21.16800 -21.49175 -64.85140 0.00585 16.41108 -16.71110 -110.85000 2.28998 11
1.69101 1.39748 27.05009 -15.60967 -63.54672 0.00585 16.41108 -16.71110 -110.85000 2.32221 11
1.93677 1.34613 26.72586 -14.30300 -63.27726 0.00585 16.41108 -16.71110 -110.85000 2.32684 11
-0.06783 1.26778 21.37478 -21.28498 -55.25009 0.00585 16.41108 -16.71110 -110.85000 2.39627 11
1.62738 1.29099 26.60579 -16.05396 -52.78141 0.00585 16.41108 -16.71110 -110.85000 2.42544 11
1.83699 1.25260 26.46515 -14.93242 -52.50315 0.00585 16.41108 -16.71110 -110.85000 2.42930 11
-0.51589 1.43455 22.73474 -19.92501 -48.58574 0.00585 16.41108 -16.71110 -110.85000 2.47924 11
2.77575 1.45453 26.86893 -13.95760 -46.12697 0.00585 16.41108 -16.71110 -110.85000 2.52217 11
-0.49994 1.64255 24.51485 -18.14490 -46.72584 0.00585 16.41108 -16.71110 -110.85000 2.54599 11
2.64281 1.72503 26.68382 -14.40451 -47.86141 0.00585 16.41108 -16.71110 -110.85000 2.56943 11
-0.15848 1.88730 24.57016 -18.08959 -48.74205 0.00585 16.41108 -16.71110 -110.85000 2.59382 11
1.66774 1.79211 26.60440 -16.05535 -50.06807 0.00585 16.41108 -16.71110 -110.85000 2.60600 11
2.26972 1.85772 26.27734 -15.38583 -50.22515 0.00585 16.41108 -16.71110 -110.85000 2.60866 11
0.10980 1.56843 25.28194 -17.37782 -54.45600 0.00585 16.41108 -16.71110 -110.85000 2.63954 11
1.49246 1.54079 26.69321 -15.96654 -54.30703 0.00585 16.41108 -16.71110 -110.85000 2.64694 11
2.29829 1.86221 26.36265 -15.17988 -54.43135 0.00585 16.41108 -16.71110 -110.85000 2.64997 11
0.25973 1.62947 25.23006 -17.42969 -54.84624 0.00585 16.41108 -16.71110 -110.85000 2.67593 11
1.52242 1.56430 26.52961 -16.13014 -54.82214 0.00585 16.41108 -16.71110 -110.85000 2.68273 11
-0.91663 1.67318 24.74647 -17.91329 -56.32041 0.00585 16.41108 -16.71110 -110.85000 2.70005 11
2.73953 1.35139 26.55025 -16.10950 -56.98580 0.00585 16.41108 -16.71110 -110.85000 2.71677 11
-0.66690 1.55192 25.18112 -17.47864 -55.36497 0.00585 16.41108 -16.71110 -110.85000 2.72786 11
2.37610 1.76709 26.60328 -16.05647 -55.92028 0.00585 16.41108 -16.71110 -110.85000 2.73912 11
-0.25166 1.73581 25.32284 -17.33691 -55.24107 0.00585 16.41108 -16.71110 -110.85000 2.75028 11
1.72868 1.96681 26.43275 -16.22700 -55.89126 0.00585 16.41108 -16.71110 -110.85000 2.75794 11
0.32658 1.43382 25.87259 -16.78717 -55.54579 0.00585 16.41108 -16.71110 -110.85000 2.77287 11
1.95999 0.88090 26.31022 -16.34954 -55.44235 0.00585 16.41108 -16.71110 -110.85000 2.77576 11
-2.46153 1.22368 26.32233 -16.30208 -55.41345 0.00585 16.41108 -16.71110 -110.85000 2.77631 11
0.13893 1.00239 26.33252 -15.25262 -43.33666 0.00585 16.41108 -16.71110 -110.85000 2.53677 11
2.12712 1.08095 26.83752 -14.03345 -42.33334 0.00585 16.41108 -16.71110 -110.85000 2.54353 11
0.31372 1.81880 26.56917 -14.68128 -45.47724 0.00585 16.41108 -16.71110 -110.85000 2.56016 11
2.02308 1.82785 26.97637 -13.69823 -46.05648 0.00585 16.41108 -16.71110 -110.85000 2.56524 11
0.50570 1.50803 26.56685 -14.68690 -44.97761 0.00585 16.41108 -16.71110 -110.85000 2.57816 11
2.69306 1.58444 26.82104 -14.07323 -44.78086 0.00585 16.41108 -16.71110 -110.85000 2.58142 11
-0.73181 1.49567 26.51110 -14.77810 -45.95275 0.00585 16.41108 -16.71110 -110.85000 2.59181 11
1.53843 1.85737 26.46633 -14.88606 -52.50977 0.00173 26.46395 -14.91364 -52.50179 2.42949 11
0.51949 2.37670 26.23794 -15.48096 -53.35312 0.00173 26.46395 -14.91364 -52.50179 2.46146 11
2.40433 2.71490 26.76036 -14.21973 -57.15919 0.00173 26.46395 -14.91364 -52.50179 2.47654 11
0.23694 2.73816 26.17266 -15.63855 -61.97261 0.00173 26.46395 -14.91364 -52.50179 2.49952 11
1.96808 2.71844 26.40252 -15.08362 -63.72407 0.00173 26.46395 -14.91364 -52.50179 2.50627 11
0.49666 2.00934 26.49292 -14.86538 -64.16233 0.00173 26.46395 -14.91364 -52.50179 2.50811 11
2.10477 1.16815 27.12151 -13.34782 -63.94889 0.00173 26.46395 -14.91364 -52.50179 2.51562 11
0.76787 1.27082 27.04068 -13.54297 -59.26355 0.00173 26.46395 -14.91364 -52.50179 2.55572 11
0.53704 1.63276 27.25660 -13.08702 -59.22826 0.00173 26.46395 -14.91364 -52.50179 2.55788 11
2.26758 1.74623 27.62163 -12.20576 -59.52596 0.00173 26.46395 -14.91364 -52.50179 2.56954 11
1.10928 1.55082 27.85859 -11.63369 -59.50151 0.00173 26.46395 -14.91364 -52.50179 2.57307 11
1.95335 1.79451 28.22736 -10.67828 -59.91115 0.00173 26.46395 -14.91364 -52.50179 2.57850 11
2.93649 0.55225 27.33285 -12.83760 -63.31681 0.00585 21.33783 -9.65824 -110.85000 1.17134 11
-0.60151 0.33481 26.56190 -14.69884 -61.06139 0.00585 21.33783 -9.65824 -110.85000 1.18338 11
1.83961 0.26693 26.72350 -14.30870 -54.81731 0.00585 21.33783 -9.65824 -110.85000 1.20539 11
0.85898 0.93328 26.85293 -13.93090 -54.18517 0.00585 21.33783 -9.65824 -110.85000 1.20817 11
0.73845 0.78050 26.91643 -13.84294 -54.05969 0.00585 21.33783 -9.65824 -110.85000 1.20880 11
2.22417 0.85988 27.30364 -12.90813 -52.90833 0.00585 21.33783 -9.65824 -110.85000 1.21473 11
-0.28605 1.33328 26.60003 -14.60679 -52.11198 0.00585 21.33783 -9.65824 -110.85000 1.22681 11
2.54622 1.25252 27.22075 -13.10825 -51.45672 0.00585 21.33783 -9.65824 -110.85000 1.23564 11
-0.46963 2.06500 26.77397 -14.18686 -50.65087 0.00585 21.33783 -9.65824 -110.85000 1.24787 11
2.56112 2.12028 27.19465 -13.17125 -51.22461 0.00585 21.33783 -9.65824 -110.85000 1.25504 11
-0.46718 1.24075 -30.14564 -6.67313 -64.99781 0.00585 -23.32946 2.07860 -110.85000 1.15908 11
-2.71401 1.36163 -30.16500 1.43501 -61.52632 0.00585 -23.32946 2.07860 -110.85000 1.21854 11
-0.16836 1.07292 -30.16500 -4.83513 -57.86444 0.00585 -23.32946 2.07860 -110.85000 1.25039 11
-2.77428 1.13954 -30.16500 2.28149 -51.85094 0.00585 -23.32946 2.07860 -110.85000 1.29813 11
-0.26056 0.95728 -30.16500 -5.56977 -46.27572 0.00585 -23.32946 2.07860 -110.85000 1.33623 11
-2.79482 0.80524 -30.16500 -0.45774 -38.34684 0.00585 -23.32946 2.07860 -110.85000 1.38068 11
-0.39810 0.74075 -30.16500 -4.81393 -32.98398 0.00585 -23.32946 2.07860 -110.85000 1.40654 11
-2.19158 0.92585 -30.16500 -0.73425 -23.53147 0.00585 -23.32946 2.07860 -110.85000 1.45210 11
-0.96753 0.84738 -30.16500 -3.40552 -21.16328 0.00585 -23.32946 2.07860 -110.85000 1.46460 11
-3.00711 0.63155 -30.16500 -1.12442 -9.19995 0.00585 -23.32946 2.07860 -110.85000 1.51191 11
0.32219 0.92304 -30.16500 -3.28918 -3.00798 0.00585 -23.32946 2.07860 -110.85000 1.54024 11
2.00970 1.03254 -30.16500 0.08195 0.53810 0.00585 -23.32946 2.07860 -110.85000 1.55892 11
1.04132 1.20697 30.16500 6.42732 -62.16003 0.00585 22.99240 4.46474 -110.85000 1.30437 11
2.89962 1.23894 27.83736 11.61962 -60.12875 0.00585 22.99240 4.46474 -110.85000 1.32776 11
1.12193 1.25542 30.16500 7.80371 -53.10031 0.00585 22.99240 4.46474 -110.85000 1.38467 11
3.08514 1.28537 27.48390 12.47294 -51.27551 0.00585 22.99240 4.46474 -110.85000 1.40698 11
0.86286 1.49245 30.16500 7.21572 -50.27412 0.00585 22.99240 4.46474 -110.85000 1.45087 11
-2.56645 0.93574 28.38892 10.28802 -47.81740 0.00585 22.99240 4.46474 -110.85000 1.47284 11
0.64670 0.88837 30.16500 6.26205 -42.85529 0.00585 22.99240 4.46474 -110.85000 1.50333 11
-2.98849 0.91788 28.62285 9.72327 -38.91076 0.00585 22.99240 4.46474 -110.85000 1.52514 11
0.25538 0.93697 30.16500 5.81082 -34.91288 0.00585 22.99240 4.46474 -110.85000 1.55096 11
-2.78874 0.95342 28.69869 9.54019 -30.77021 0.00585 22.99240 4.46474 -110.85000 1.57591 11
0.25430 1.47710 30.16500 5.79851 -28.71051 0.00585 22.99240 4.46474 -110.85000 1.59507 11
-2.53755 1.50691 28.60488 9.76665 -28.02554 0.00585 22.99240 4.46474 -110.85000 1.62093 11
-1.09292 0.82381 30.16500 5.87593 -26.65053 0.00585 22.99240 4.46474 -110.85000 1.64373 11
0.81815 1.17031 30.16500 6.90262 -8.76805 0.00585 22.99240 4.46474 -110.85000 1.73750 11
2.22796 1.56146 30.16500 8.45801 -8.37354 0.00585 22.99240 4.46474 -110.85000 1.74369 11
-3.02799 1.94806 28.95550 8.92019 -8.71157 0.00585 22.99240 4.46474 -110.85000 1.74872 11
-0.51977 1.34699 30.16500 7.61214 -10.24565 0.00585 22.99240 4.46474 -110.85000 1.76729 11
0.21435 1.78847 30.16500 7.62635 -9.38002 0.00585 22.99240 4.46474 -110.85000 1.79034 11
-1.91836 1.86540 29.06263 8.66155 -10.47994 0.00585 22.99240 4.46474 -110.85000 1.80432 11
0.60314 1.86050 29.56890 7.43929 -11.39203 0.00585 22.99240 4.46474 -110.85000 1.81316 11
3.03145 1.69141 29.19364 8.34525 -11.79917 0.00585 22.99240 4.46474 -110.85000 1.81965 11
1.44553 0.57627 -3.94497 30.16500 -61.05127 0.00585 -0.27245 23.42029 -110.85000 1.16448 11
-1.19917 0.51160 -7.04559 30.16500 -51.77454 0.00585 -0.27245 23.42029 -110.85000 1.20093 11
-0.16622 0.57099 -4.23615 30.14000 -46.21393 0.00585 -0.27245 23.42029 -110.85000 1.22322 11
0.80722 0.95526 -2.32001 30.16500 -43.43590 0.00585 -0.27245 23.42029 -110.85000 1.23424 11
-1.01999 1.47196 -4.90126 30.16500 -40.40612 0.00585 -0.27245 23.42029 -110.85000 1.26153 11
1.25359 1.66217 -1.94188 30.16500 -40.51511 0.00585 -0.27245 23.42029 -110.85000 1.27498 11
-1.18237 1.89264 -4.75079 30.16500 -40.97718 0.00585 -0.27245 23.42029 -110.85000 1.29562 11
